feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,label
-0.13286805049580205,0.6338400948010182,-0.5346350526246498,0.41121902876789324,0.07831272031794206,1.1259302590475553,0
0.4220430614272066,0.2730746147695985,0.04117708049318069,0.3811687767833756,-0.04000791302700039,-0.8346754944920367,0
1.6620989091064757,-0.3217888080968559,-0.22296641622248095,0.07315251103411617,-0.13904436859726813,1.3904150008986473,0
0.9895828799009679,-0.3176479134467132,-0.27467518550494807,-0.28997713633392574,-0.11949483648029058,0.44033581130900235,0
0.12440538534529662,-0.3094315486220509,0.6074712513314187,0.541667161919581,0.19092820653907472,-0.28493876553187714,0
-0.017261826847439755,0.26850021938882157,0.24129362713850266,-0.34375356917932093,0.14619382607180703,-1.1777047338113453,0
0.5132806395419571,0.24224059720706959,-1.5718265782457357,-0.1644703055844325,0.7248888914732876,0.38795846273644397,0
-0.6939065778458978,0.5542935096941872,-0.12893663695659893,0.276944598727961,0.3482825308482588,0.29890549412017053,0
-0.7182459264877333,0.6472750587728104,-0.3174215156818736,-0.6334544397739637,0.14627230287790247,0.1329829596352018,0
1.8802499155024766,-0.6697649076790643,-1.266278365654676,-0.7232480520656503,0.06982402700525756,-0.45363359176801754,0
0.7740733722396514,-0.9288059223154197,0.5832777935985348,-0.30709902178281073,0.23579794644864407,-1.8427886693497384,0
-0.6803980315802688,0.5348900047959603,0.6438502819759255,1.067493510787466,0.07036933535209507,0.8822348164783238,0
0.2352181193592973,-0.04241386019268998,0.9468469758865796,0.8883416812250241,-0.5550590219203984,0.0030169004930186904,0
0.2986509733862854,0.5194830403636292,-0.4639903518373628,-0.6670712864591337,0.25850213111103937,-0.5897348979504223,0
1.2208853643009643,-0.5216996550443507,-0.1517507061667596,-0.6232572676235719,0.679559133426892,-1.6627071413310905,0
-1.102039612292079,0.6649721175116027,0.10459013615400836,-0.29667773835041933,-0.18719181570497373,0.09173700890635328,0
0.4608599717713663,-0.29816420511861935,0.2311060196904196,0.14404709159086837,-0.2647323577539329,-0.11259117857040389,0
